,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
PNG,0,0,0,2,0,0,0,2,2,1,0,108,4,0,0,12,3,0,1,3,1,2,0,0,0,0,0,1,8,1,3,1,1,0,10,22,2,16,2,8,2,2,0,4,0,0,3,1,0,0,0,15,6,0,0,8,0,2,4,2,0,15,3,12,4,4,0,25,0,3,3,35,2,5,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,9,11,3,12,4,2,2,5,0,2,10,2,5,2,2,0,0,3,2,2,3,2,0,0,0,5,0,0,2,0,0,1,0,0,1,0,4,2,0,1,1,1,0,1,4,0,0,0,0,8,1,2,0,9,2,0,4,4,3,9,1,2,9,2,10,1,0,2,0,5,0,1,0,2,0,2,2,2,4,0,0,5,0,0,5,0,0,0,0,2,0,0,0,2,3,7,0,0,0,0,0,1,0,9,0,0,0,2,2,2,6,1,7,4,1,2,1,43,0,0,0,0,1,0,11,4,1,0,1,7,4,0
POL,0,2,0,12,26,0,0,145,299,347,0,1124,1323,169,2,1337,19,0,0,44,497,26,1,45,384,0,1,4,957,4,11,3,12,0,1214,1645,362,1486,9,23,11,0,0,425,1,2,21,47,0,1,236,1684,4170,0,1,981,2,68,175,323,0,2339,355,42,909,2,1,2814,0,12,0,4198,314,28,0,1,4,0,0,993,8,3,4,2,1,31,489,2,957,77,932,690,454,61,118,588,2941,5,47,1130,142,38,19,4,0,8,744,25,0,40,12,5,0,4,149,1,508,65,363,0,155,11,17,5,1,432,0,40,1,34,4,20,13,15,1,0,8,4,408,34,6,1,59,1,0,1753,843,25,310,24,282,18,93,112,1,2,0,0,974,7,75,0,211,0,803,1556,10,334,10,3,136,0,0,1,0,1,1,0,507,0,0,3,769,539,1401,2,0,2,2,0,2,6,262,4,0,0,0,8,78,694,0,537,23,14,1270,21,4276,36,0,1,0,19,0,162,0,0,6,11,470,11,6
PRK,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,5,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PRT,0,1,32,10,17,0,0,127,327,277,0,876,862,138,2,1169,18,0,8,28,338,18,2,23,301,0,3,9,2447,4,11,5,10,0,815,1225,379,1136,13,29,15,3,0,418,1,16,25,21,2,1,240,768,2232,0,1,821,5,97,234,243,1,3621,259,42,700,6,5,2180,0,12,1,3729,291,35,0,1,3,14,0,794,2,8,9,4,0,2,350,2,591,45,703,608,390,32,66,430,2276,6,38,583,23,44,17,3,0,2,475,21,1,43,14,5,0,1,151,1,370,65,304,0,210,2,10,11,0,400,0,23,5,45,6,9,5,61,3,0,7,9,336,15,9,1,74,5,0,1465,567,20,294,25,226,21,75,33,0,5,974,0,0,10,79,0,180,0,525,874,12,224,8,5,127,1,0,1,1,3,2,0,444,0,6,3,355,418,975,1,0,2,4,0,3,3,218,6,0,7,0,8,135,575,0,356,21,19,355,32,2729,24,0,1,0,22,0,69,4,1,4,11,393,14,3
PRY,0,0,0,0,3,1,0,3,47,0,0,11,4,0,1,4,2,0,0,4,5,0,0,2,4,0,0,11,64,2,2,0,2,0,18,11,35,11,0,3,0,0,0,26,1,0,13,9,0,1,1,6,13,0,1,4,10,0,24,7,0,53,4,3,5,0,0,18,0,0,0,30,2,4,0,0,1,0,0,8,1,0,13,0,1,6,4,2,2,4,12,4,9,1,2,12,22,4,1,7,0,2,0,3,0,1,9,1,0,1,0,1,0,0,3,0,4,0,5,0,9,0,0,3,0,31,0,0,2,2,0,1,3,1,0,0,1,2,5,0,1,0,5,6,0,16,5,1,4,2,2,9,20,5,0,0,7,0,10,0,1,0,0,0,8,8,3,5,3,2,6,0,0,0,0,4,2,0,6,0,0,2,1,5,3,0,0,1,0,0,0,0,4,0,0,0,0,3,2,6,0,5,1,0,1,25,77,0,0,0,0,20,0,0,0,0,0,0,11,2,0
PSE,0,0,0,9,2,0,0,33,67,64,0,107,68,56,1,23,13,0,1,11,64,21,1,2,57,0,0,2,76,2,8,3,5,0,90,83,68,86,4,9,9,0,0,73,0,0,10,1,0,0,4,59,118,0,0,75,0,30,11,43,0,90,12,20,21,0,0,89,0,8,0,214,60,11,0,0,0,0,0,72,2,2,1,0,0,0,10,1,58,13,38,13,43,23,11,98,99,1,73,80,10,17,10,1,0,1,20,13,0,29,9,6,0,0,18,0,4,10,3,0,82,0,1,1,0,18,0,1,0,4,3,1,0,10,1,0,1,2,114,8,1,0,22,1,0,79,90,9,18,14,26,9,18,17,0,1,75,0,79,1,0,0,20,0,72,75,7,62,4,0,12,0,0,1,1,0,1,0,77,0,0,1,67,63,92,0,0,1,0,0,2,3,3,1,0,0,0,4,19,120,0,70,11,4,10,3,137,0,0,0,0,2,0,12,0,0,1,10,81,7,0
PYF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAT,0,0,0,10,2,0,0,121,21,150,0,355,194,1,1,228,13,0,1,20,164,39,0,11,144,0,0,1,196,1,8,3,5,0,290,222,34,533,3,16,10,1,0,170,0,0,11,0,1,0,157,172,316,0,0,97,2,52,158,318,0,285,166,23,208,0,0,347,0,9,1,728,149,15,0,1,0,0,0,228,1,1,0,0,0,0,173,0,158,11,313,219,242,30,15,20,335,2,50,58,15,17,11,0,0,0,221,40,0,66,9,12,0,1,132,0,156,17,147,0,18,3,1,1,0,177,0,1,0,4,3,0,0,10,1,0,0,2,222,8,1,1,27,0,0,135,57,15,203,46,244,9,17,22,0,2,211,0,180,0,20,0,0,0,27,187,7,330,10,2,44,0,0,0,0,0,0,0,201,0,0,0,32,21,71,0,0,0,8,0,2,3,153,1,0,0,0,4,91,277,0,168,13,5,165,8,1129,24,0,0,0,2,0,21,0,0,0,17,149,7,1
REU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROU,0,0,0,8,24,0,0,87,208,159,1,330,593,151,3,546,15,0,2,19,257,14,0,34,158,0,0,3,463,3,11,3,11,2,393,688,181,703,7,25,12,0,0,232,0,0,21,35,0,0,56,512,1263,0,0,482,2,40,26,96,0,986,98,18,311,0,0,1315,0,10,1,1615,142,19,0,0,1,0,0,588,1,2,5,0,0,30,183,2,688,60,379,309,143,54,44,273,1281,6,35,499,28,23,15,2,0,1,252,23,0,38,10,4,0,1,22,1,182,31,162,0,147,1,92,4,0,151,0,31,1,26,5,11,4,11,1,0,4,4,188,11,1,0,65,1,0,759,342,13,61,8,138,12,73,83,0,2,803,1,525,8,72,0,27,0,0,657,9,96,7,3,62,0,0,1,0,2,2,0,306,0,0,1,398,383,536,2,0,1,1,0,2,3,77,4,0,0,0,7,48,551,0,197,11,10,299,9,1261,5,0,2,0,15,0,104,0,0,6,12,251,10,1
RUS,0,1,2,10,13,0,0,171,293,469,0,1097,1014,268,1,961,12,0,1,42,446,21,0,28,839,2,3,6,1022,3,10,5,12,0,1104,1386,332,2515,8,37,13,0,0,435,1,1,22,51,0,1,190,1215,4717,0,1,695,3,55,191,352,0,1799,358,39,1206,1,1,3149,0,11,2,3609,361,22,0,3,4,3,0,793,1,12,16,2,1,30,347,1,718,80,1151,531,396,54,84,708,2330,8,37,1582,421,34,70,3,0,0,1051,24,2,47,12,9,0,0,147,1,395,49,381,0,171,8,67,3,0,538,0,29,2,17,18,17,115,15,1,0,10,3,349,14,3,0,57,0,0,1256,637,17,276,24,330,18,80,106,0,2,1556,2,874,8,75,0,187,0,657,0,8,369,12,6,185,0,2,1,0,1,0,1,465,1,0,3,536,388,1205,2,0,2,2,0,2,4,282,42,0,0,1,9,53,677,0,651,19,16,1162,29,5167,90,0,2,1,28,0,332,0,0,8,13,481,8,1
RWA,0,0,0,7,1,0,0,10,12,5,0,35,13,0,10,33,13,0,6,12,6,8,0,0,1,0,0,0,14,2,7,3,7,2,54,33,11,35,12,18,19,3,0,12,0,0,7,0,0,0,1,0,26,0,0,17,2,10,7,13,0,18,9,28,11,0,0,28,0,8,1,104,4,19,0,0,1,0,0,10,0,0,2,0,0,1,9,6,0,11,27,18,8,9,7,10,24,0,11,14,5,54,7,4,0,1,13,7,1,7,10,3,0,0,11,2,2,7,1,0,9,0,0,3,0,16,0,0,3,4,2,0,1,15,1,0,0,11,10,8,1,1,27,1,0,45,13,7,15,2,12,7,12,10,0,2,10,0,12,3,7,0,7,0,9,8,0,10,4,4,12,0,0,0,3,0,2,0,9,1,0,0,7,6,39,2,0,0,0,0,2,4,8,0,0,1,0,3,6,10,0,7,28,38,8,3,216,0,0,0,0,1,0,13,0,0,0,7,75,21,3
SAU,0,1,1,11,4,0,0,372,53,95,0,944,253,13,2,271,20,0,5,146,117,78,1,10,101,0,2,1,291,4,20,3,11,0,938,356,102,2217,5,32,10,2,0,163,1,0,19,8,1,1,100,192,921,0,1,156,1,310,110,3442,0,585,118,70,238,1,1,816,0,12,0,1663,94,31,0,1,3,2,0,296,1,1,2,1,0,1,127,1,144,78,1781,181,372,108,24,89,626,5,298,459,36,36,15,6,0,1,663,135,2,119,12,29,0,1,95,0,102,17,89,0,97,10,1,5,2,170,0,4,4,9,3,0,2,18,1,0,15,5,904,11,6,1,105,2,0,335,132,17,172,146,1770,14,33,58,0,4,334,0,224,5,62,0,330,0,96,369,10,0,142,7,127,0,0,1,0,0,2,0,144,0,0,2,32,66,247,2,1,2,15,0,2,3,151,2,0,0,0,12,669,623,0,325,25,13,118,12,3092,19,0,0,0,9,0,139,0,0,1,132,373,11,4
SDN,0,0,0,1,3,0,0,18,9,0,0,19,8,2,1,19,7,0,4,6,5,3,0,1,3,0,0,0,20,1,2,0,2,0,18,26,5,134,3,10,0,1,0,8,0,0,0,2,0,0,0,9,49,1,0,5,2,3,3,64,0,18,5,25,12,0,0,33,0,0,1,103,2,14,0,1,1,3,0,6,0,0,4,0,0,1,10,1,3,4,36,7,23,4,0,8,28,2,17,29,0,27,0,2,0,4,13,3,0,8,1,3,0,0,5,0,5,1,3,0,8,2,0,4,1,13,0,0,1,2,2,0,0,8,0,0,4,8,66,0,0,2,22,1,0,33,10,7,6,17,24,0,5,9,0,0,10,0,8,3,4,0,10,0,7,12,4,142,0,9,3,0,0,0,2,0,2,4,6,1,0,0,1,3,15,0,0,0,1,0,0,0,6,0,0,0,0,1,15,17,0,4,9,13,3,2,88,0,0,0,0,1,0,9,0,0,0,8,62,3,1
SEN,0,0,1,0,0,0,0,3,9,0,0,22,9,0,1,32,21,0,46,6,0,0,2,0,0,1,0,0,15,0,0,0,2,4,41,47,3,18,32,33,16,12,0,3,0,3,4,0,0,0,0,6,45,0,0,11,0,7,2,6,0,27,0,18,5,0,0,282,0,0,12,105,1,40,0,10,11,5,0,0,0,0,0,2,0,2,0,1,0,3,31,0,4,1,0,3,23,0,1,6,1,39,0,7,0,0,3,1,0,1,2,0,0,0,0,1,0,2,0,0,20,1,0,17,0,11,0,0,31,0,1,0,0,6,18,0,3,8,7,2,2,23,31,1,0,19,4,3,3,0,6,0,2,4,0,0,3,0,5,2,0,0,2,0,3,6,4,7,9,0,1,1,0,1,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,13,5,0,0,0,1,0,11,1,0,0,13,22,1,1,172,0,0,0,0,1,2,9,0,0,0,0,50,2,4
SGP,0,0,0,8,2,0,0,71,76,17,0,1653,217,1,2,266,15,0,1,51,26,13,0,6,15,0,1,2,191,5,32,7,6,1,760,479,56,5770,10,22,10,2,0,58,1,0,18,8,0,1,16,110,988,0,2,278,2,14,25,61,0,394,43,28,174,1,0,812,0,9,3,2438,13,19,0,1,3,0,0,111,2,1,6,0,0,2,47,1,56,187,848,181,125,17,29,223,530,7,27,872,47,27,13,23,0,3,708,24,13,30,9,2,0,2,60,0,16,35,12,0,23,0,0,5,0,105,0,2,1,14,36,0,3,10,1,0,3,9,462,10,7,0,44,6,0,606,145,38,310,26,104,24,28,136,0,5,136,0,127,6,12,0,44,0,62,185,12,127,3,1,0,0,0,1,1,2,1,0,46,0,0,2,22,43,386,0,1,2,0,0,2,3,267,0,0,0,1,9,19,147,0,442,19,12,35,14,3893,1,0,0,0,9,0,213,2,0,0,9,125,12,2
SHN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SJM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLB,0,0,0,0,0,0,0,1,1,0,0,46,1,0,0,2,2,0,0,3,0,0,0,1,0,0,0,0,2,1,1,0,0,0,4,7,1,2,2,1,1,0,0,1,0,0,1,1,0,0,1,1,3,0,0,1,0,1,1,2,0,2,1,4,2,9,0,6,0,0,0,24,0,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,2,3,1,1,0,1,1,2,1,1,2,1,2,1,1,1,0,2,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,0,1,3,0,0,2,0,0,1,3,2,0,3,0,4,0,1,3,2,4,2,0,1,1,1,2,0,5,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,2,3,1,0,1,15,0,0,0,0,1,0,3,5,1,0,2,6,0,1
SLE,0,1,0,0,0,0,0,0,0,0,0,10,2,0,0,5,3,0,5,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,12,14,0,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,1,0,3,0,2,0,0,0,6,0,0,1,62,0,10,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,6,0,0,3,0,7,0,1,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,11,0,0,20,5,2,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,3,11,0,0,62,0,0,0,0,0,0,1,0,0,0,0,13,1,2
SLV,0,0,0,0,1,0,0,0,9,0,0,4,1,0,0,2,0,0,0,1,0,0,0,1,0,2,0,4,11,1,0,1,0,0,4,4,8,3,1,1,0,0,0,12,0,0,10,6,0,0,1,2,4,0,1,2,11,0,7,0,0,20,1,0,0,0,0,6,0,0,0,9,0,1,0,0,0,0,0,1,0,0,19,0,0,13,0,2,0,3,1,0,0,0,1,2,3,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,0,4,2,0,2,0,0,16,10,0,0,0,1,0,3,4,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,2,0,0,2,4,46,0,0,0,0,9,0,1,0,0,0,0,2,0,0
SMR,0,0,0,0,1,0,0,1,2,0,0,4,2,0,1,1,2,0,0,2,0,0,0,0,1,0,0,0,1,1,1,0,1,0,4,7,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,2,0,3,1,2,2,0,0,2,0,0,0,13,0,2,0,0,0,0,0,5,0,0,2,0,0,0,2,1,0,2,2,2,0,1,0,1,35,0,1,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,2,0,3,0,0,0,1,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,2,2,0,0,0,2,1,0,1,2,0,3,1,2,0,2,1,0,0,1,0,2,2,1,0,0,0,2,0,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,2,0
SOM,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1
SRB,0,1,0,11,25,0,0,90,167,268,1,333,472,117,1,368,18,0,1,23,342,24,0,266,279,0,0,3,383,3,9,3,6,0,289,491,172,451,6,17,11,0,0,303,0,0,20,3,1,0,185,442,816,0,0,261,2,20,165,206,0,626,202,39,250,1,0,606,0,13,0,953,280,22,0,0,1,0,0,493,0,2,4,0,0,1,424,1,454,22,283,221,239,32,21,231,802,4,40,234,23,30,17,2,0,2,235,17,0,32,14,13,0,1,145,0,217,22,203,0,127,0,5,2,0,202,0,87,0,24,3,107,1,15,1,0,10,3,290,10,2,0,51,1,0,372,239,17,193,15,198,13,32,33,0,2,507,0,444,6,77,0,201,0,306,465,9,144,6,0,46,0,0,1,0,2,1,0,0,0,0,1,234,361,312,1,0,1,2,0,2,3,172,3,0,0,0,6,30,425,0,303,16,7,207,10,812,22,0,0,0,5,0,40,0,0,19,11,200,8,0
SSD,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,2,2
STP,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SUR,0,0,0,0,0,0,0,1,3,0,0,6,2,0,0,17,1,0,0,1,0,0,0,1,0,0,0,3,10,3,2,0,1,0,4,6,4,2,2,3,1,0,0,4,1,0,4,2,0,1,1,1,6,0,1,4,0,1,5,2,0,4,1,2,6,0,0,12,0,0,0,14,0,1,0,0,1,0,0,2,1,1,1,5,6,1,1,0,2,2,4,3,2,0,2,2,4,3,1,4,1,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,1,0,3,0,0,2,0,5,0,0,0,1,1,0,1,1,0,0,3,1,2,0,1,0,3,1,0,23,2,1,3,0,1,2,5,1,0,0,3,0,3,2,1,0,0,0,1,3,0,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,1,5,0,0,2,0,0,0,0,1,0,0,0,0,1,1,2,0,2,2,2,0,3,14,0,0,0,0,4,0,2,0,0,0,1,4,0,0
SVK,0,0,0,8,11,0,0,61,155,155,0,226,538,148,1,269,11,0,1,14,152,12,0,17,128,0,1,3,341,2,8,3,5,0,249,458,156,396,4,11,10,0,0,139,0,0,13,35,0,0,39,1412,715,0,0,363,1,22,16,38,0,507,67,14,244,1,0,580,0,10,0,985,124,13,0,0,0,0,0,361,0,2,3,0,0,1,138,0,469,50,244,170,74,18,26,189,574,1,22,365,18,25,15,0,0,0,180,16,0,16,10,2,0,2,13,0,161,19,137,0,122,0,8,1,0,86,0,19,0,14,3,8,1,9,1,0,3,1,122,10,1,0,19,0,0,442,265,10,28,6,57,10,49,18,0,2,769,0,355,1,67,0,32,0,398,536,7,32,1,0,22,0,0,1,0,1,0,0,234,0,0,1,0,331,395,1,0,1,0,0,2,4,50,2,0,0,0,5,19,243,0,165,11,8,304,5,654,5,0,0,0,4,0,32,0,0,3,8,199,7,0
SVN,0,0,0,6,28,0,0,75,185,122,1,319,610,116,1,405,8,0,1,11,149,8,0,91,127,0,1,1,336,2,7,2,4,0,299,540,166,501,5,10,7,0,0,132,0,0,13,4,0,0,47,509,920,0,0,439,1,20,11,37,0,684,72,10,260,1,0,704,0,6,0,1172,129,15,0,0,1,0,0,408,1,1,2,1,1,1,372,0,412,12,251,212,50,11,33,279,938,4,9,376,9,9,11,0,0,0,197,16,0,12,6,2,0,3,10,0,169,29,143,0,125,2,4,2,0,58,0,53,0,24,3,39,0,6,1,0,2,1,130,7,1,0,15,1,0,597,284,9,41,9,15,9,14,17,0,3,539,0,418,5,63,0,21,0,383,388,6,66,3,0,43,0,0,1,0,1,0,0,361,0,0,1,331,0,500,1,0,1,0,0,2,3,21,0,0,0,0,4,25,253,0,175,8,4,161,10,821,3,0,0,0,5,0,11,1,1,17,7,167,5,3
